Machine_ID,value_ISO,value_DEMO,value_ACC,value_P2P,valueTEMP,minute,second,year,month,day,hour
1,0.35937503,0.000324249,0.012878419,0.044189457,25.0,53,13,2022,12,7,12
1,0.35937503,0.000324249,0.012878419,0.044189457,25.0,53,18,2022,12,7,12
1,0.35937503,0.000324249,0.012878419,0.044189457,25.0,53,23,2022,12,7,12
1,0.35937503,0.000320435,0.012817384,0.044677738,25.0,53,28,2022,12,7,12
1,0.35937503,0.000320435,0.012817384,0.044677738,25.0,53,33,2022,12,7,12
1,0.35937503,0.000320435,0.012817384,0.044677738,25.0,53,38,2022,12,7,12
1,0.35937503,0.000320435,0.012817384,0.044677738,25.0,53,43,2022,12,7,12
1,0.35937503,0.000320435,0.012817384,0.044677738,25.0,53,48,2022,12,7,12
1,0.35937503,0.000320435,0.012817384,0.044677738,25.0,53,53,2022,12,7,12
1,0.361328155,0.000320435,0.012878419,0.044189457,25.0,53,58,2022,12,7,12
1,0.361328155,0.000320435,0.012878419,0.044189457,25.0,54,3,2022,12,7,12
1,0.361328155,0.000320435,0.012878419,0.044189457,25.0,54,8,2022,12,7,12
1,0.361328155,0.000320435,0.012878419,0.044189457,25.0,54,13,2022,12,7,12
1,0.361328155,0.000320435,0.012878419,0.044189457,25.0,54,18,2022,12,7,12
1,0.361328155,0.000320435,0.012878419,0.044189457,25.0,54,23,2022,12,7,12
1,0.361328155,0.000322342,0.012878419,0.044433597,25.0,54,28,2022,12,7,12
1,0.361328155,0.000322342,0.012878419,0.044433597,25.0,54,33,2022,12,7,12
1,0.361328155,0.000322342,0.012878419,0.044433597,25.0,54,38,2022,12,7,12
1,0.361328155,0.000322342,0.012878419,0.044433597,25.0,54,43,2022,12,7,12
1,0.361328155,0.000322342,0.012878419,0.044433597,25.0,54,49,2022,12,7,12
1,0.361328155,0.000322342,0.012878419,0.044433597,25.0,54,54,2022,12,7,12
1,0.361328155,0.000329971,0.012878419,0.044677738,25.0,54,59,2022,12,7,12
1,0.361328155,0.000329971,0.012878419,0.044677738,25.0,55,4,2022,12,7,12
1,0.361328155,0.000329971,0.012878419,0.044677738,25.0,55,9,2022,12,7,12
1,0.361328155,0.000329971,0.012878419,0.044677738,25.0,55,14,2022,12,7,12
1,0.361328155,0.000329971,0.012878419,0.044677738,25.0,55,19,2022,12,7,12
1,0.361328155,0.000329971,0.012878419,0.044677738,25.0,55,24,2022,12,7,12
1,0.361328155,0.000320435,0.012878419,0.044677738,25.0,55,29,2022,12,7,12
1,0.361328155,0.000320435,0.012878419,0.044677738,25.0,55,34,2022,12,7,12
1,0.361328155,0.000320435,0.012878419,0.044677738,25.0,55,39,2022,12,7,12
1,0.361328155,0.000320435,0.012878419,0.044677738,25.0,55,44,2022,12,7,12
1,0.361328155,0.000320435,0.012878419,0.044677738,25.0,55,49,2022,12,7,12
1,0.361328155,0.000320435,0.012878419,0.044677738,25.0,55,54,2022,12,7,12
1,0.361328155,0.000320435,0.012939454,0.04541016,25.0,55,59,2022,12,7,12
1,0.361328155,0.000320435,0.012939454,0.04541016,25.0,56,4,2022,12,7,12
1,0.361328155,0.000320435,0.012939454,0.04541016,25.0,56,9,2022,12,7,12
1,0.361328155,0.000320435,0.012939454,0.04541016,25.0,56,14,2022,12,7,12
1,0.361328155,0.000320435,0.012939454,0.04541016,25.0,56,19,2022,12,7,12
1,0.361328155,0.000320435,0.012939454,0.04541016,25.0,56,24,2022,12,7,12
1,0.48437503,0.01538086,0.012878419,0.044433597,25.0,56,29,2022,12,7,12
1,0.48437503,0.01538086,0.012878419,0.044433597,25.0,56,34,2022,12,7,12
1,0.48437503,0.01538086,0.012878419,0.044433597,25.0,56,39,2022,12,7,12
1,0.48437503,0.01538086,0.012878419,0.044433597,25.0,56,44,2022,12,7,12
1,0.48437503,0.01538086,0.012878419,0.044433597,25.0,56,49,2022,12,7,12
1,0.48437503,0.01538086,0.012878419,0.044433597,25.0,56,54,2022,12,7,12
1,0.48437503,0.013061524,0.058593754,0.47656253,25.0,56,59,2022,12,7,12
1,0.48437503,0.013061524,0.058593754,0.47656253,25.0,57,4,2022,12,7,12
1,0.48437503,0.013061524,0.058593754,0.47656253,25.0,57,9,2022,12,7,12
1,0.48437503,0.013061524,0.058593754,0.47656253,25.0,57,14,2022,12,7,12
1,0.48437503,0.013061524,0.058593754,0.47656253,25.0,57,19,2022,12,7,12
1,0.48437503,0.013061524,0.058593754,0.47656253,25.0,57,24,2022,12,7,12
1,0.46484378,0.012939454,0.060546879,0.50781256,25.0,57,29,2022,12,7,12
1,0.46484378,0.012939454,0.060546879,0.50781256,25.0,57,34,2022,12,7,12
1,0.46484378,0.012939454,0.060546879,0.50781256,25.0,57,40,2022,12,7,12
1,0.46484378,0.012939454,0.060546879,0.50781256,25.0,57,45,2022,12,7,12
1,0.46484378,0.012939454,0.060546879,0.50781256,25.0,57,50,2022,12,7,12
1,0.470703155,0.012756349,0.064453132,0.490234405,25.0,57,55,2022,12,7,12
1,0.470703155,0.012756349,0.064453132,0.490234405,25.0,58,0,2022,12,7,12
1,0.470703155,0.012756349,0.064453132,0.490234405,25.0,58,5,2022,12,7,12
1,0.470703155,0.012756349,0.064453132,0.490234405,25.0,58,10,2022,12,7,12
1,0.470703155,0.012756349,0.064453132,0.490234405,25.0,58,15,2022,12,7,12
1,0.470703155,0.012756349,0.064453132,0.490234405,25.0,58,20,2022,12,7,12
